EmployeeID,Experience(yrs),TaskAssigned,TaskCompleted,DeadlinesMet,DeadlinesMissed,number of EOM,EOM points (agg) ,EOY(points),Manager Score,Holidays Taken,Number of overtime
572,29,27,15,6,12,1,394,88,94,7,17
573,27,364,136,111,228,2,160,30,28,138,44
574,1,72,9,4,63,5,893,98,49,82,32
575,12,121,105,45,16,11,113,46,69,92,163
576,18,423,42,26,381,6,261,12,75,24,50
577,27,332,287,252,45,7,487,89,59,128,56
578,10,31,7,2,24,5,592,66,62,58,191
579,9,452,90,81,362,8,218,68,94,116,119
580,3,330,326,130,4,8,1166,52,29,53,67
581,13,243,78,18,165,3,51,9,60,138,88
582,29,46,21,10,25,11,184,45,81,91,8
583,19,125,47,9,78,5,268,72,33,14,107
584,4,192,30,13,162,1,408,11,6,62,139
585,4,156,102,78,54,1,586,97,28,36,89
586,9,82,36,17,46,11,6,68,60,25,158
587,20,280,144,29,136,3,482,39,29,87,2
588,19,460,368,30,92,0,174,2,93,113,6
589,16,412,260,122,152,12,1169,60,75,53,129
590,3,51,31,11,20,7,345,41,95,108,73
591,25,145,30,12,115,8,1032,89,17,63,87
592,2,390,295,173,95,2,865,5,85,98,42
593,24,316,17,3,299,10,939,6,62,21,206
594,20,261,190,155,71,5,372,23,57,51,205
595,28,361,320,283,41,5,359,11,58,140,109
596,26,343,65,26,278,2,477,45,71,81,171
597,28,340,236,122,104,11,1014,78,16,51,177
598,19,144,37,16,107,5,119,35,70,26,218
599,5,353,243,127,110,2,1040,72,87,74,155
600,3,327,235,217,92,9,709,6,18,85,53
601,2,263,102,1,161,11,1065,35,28,85,160
602,6,206,37,31,169,1,1197,40,66,37,33
603,11,101,29,14,72,12,501,63,85,102,19
604,11,390,380,360,10,8,559,61,100,127,97
605,13,85,51,34,34,8,479,48,93,57,105
606,14,248,136,105,112,5,81,54,37,38,58
607,23,481,317,189,164,4,606,92,57,85,31
608,5,80,26,11,54,1,1116,93,70,64,54
609,24,403,333,22,70,8,420,98,53,98,70
610,20,224,128,79,96,3,709,46,15,33,97
611,13,363,121,89,242,6,939,14,99,93,52
612,18,182,66,60,116,9,1119,51,41,126,134
613,2,245,229,13,16,0,1144,7,13,38,82
614,18,341,44,5,297,7,185,18,47,114,70
615,18,423,158,80,265,2,132,14,18,82,2
616,14,191,179,23,12,10,793,41,33,88,45
617,13,162,95,82,67,7,885,5,10,16,230
618,9,472,208,89,264,2,125,9,57,134,105
619,2,490,111,106,379,0,378,32,18,27,204
620,25,164,106,99,58,5,272,6,33,88,132
621,10,39,13,12,26,6,1053,23,81,131,39
622,30,385,6,4,379,8,198,5,89,1,232
623,25,455,174,172,281,7,499,45,68,146,25
624,15,497,138,30,359,1,1067,94,62,128,88
625,12,326,207,170,119,11,12,1,9,99,55
626,5,351,94,75,257,12,97,53,27,70,104
627,14,53,26,10,27,3,182,35,52,64,26
628,12,476,18,14,458,12,801,49,14,32,212
629,21,463,344,206,119,11,909,80,21,140,20
630,4,349,227,33,122,9,9,99,92,119,31
631,2,411,39,0,372,8,983,22,48,117,143
632,14,56,16,9,40,9,558,75,94,140,32
633,22,391,178,105,213,7,932,51,57,148,11
634,8,258,249,149,9,5,294,82,64,40,210
635,28,459,300,1,159,7,875,92,67,36,202
636,6,252,88,36,164,1,530,46,78,50,166
637,4,57,24,21,33,10,539,91,94,95,9
638,0,248,47,10,201,1,687,100,0,145,48
639,8,290,283,44,7,12,115,23,76,67,142
640,6,288,231,112,57,5,525,32,9,93,45
641,1,304,186,44,118,5,310,13,66,18,162
642,15,433,103,43,330,0,144,59,32,105,114
643,3,186,81,58,105,1,977,25,80,139,56
644,19,270,68,43,202,11,871,18,7,135,101
645,19,492,490,335,2,8,575,87,1,150,50
646,19,278,42,11,236,0,281,7,11,113,26
647,3,362,179,155,183,3,400,55,3,49,166
648,5,23,9,9,14,4,230,69,16,66,10
649,23,81,6,5,75,4,72,65,17,41,76
650,27,311,178,4,133,10,265,94,9,53,120
651,23,78,28,17,50,5,1023,69,10,66,102
652,24,15,4,3,11,5,432,74,11,135,112
653,9,250,99,71,151,0,605,48,95,42,4
654,7,252,185,6,67,10,262,87,1,137,41
655,22,4,1,1,3,12,121,33,47,15,232
656,25,366,140,88,226,9,388,76,58,124,102
657,22,428,238,81,190,9,65,34,26,68,142
658,5,371,317,278,54,12,847,20,12,26,96
659,18,180,122,6,58,4,338,25,51,24,152
660,24,313,226,194,87,1,893,44,38,90,13
661,11,365,87,32,278,6,939,78,48,108,147
662,24,149,83,23,66,7,357,67,87,45,149
663,15,98,37,26,61,12,167,77,86,99,9
664,2,298,136,18,162,4,663,96,82,16,224
665,2,93,33,23,60,11,1183,98,38,71,106
666,30,121,111,108,10,11,681,93,90,92,42
667,0,301,12,7,289,11,860,32,59,123,12
668,29,319,159,153,160,6,1084,17,61,31,76
669,11,244,8,7,236,10,1034,33,41,76,34
670,0,231,153,18,78,2,702,53,2,90,170
671,3,443,326,219,117,12,85,67,94,143,25
672,6,165,120,57,45,8,263,71,14,144,101
673,6,349,165,15,184,8,734,10,75,29,113
674,6,486,258,131,228,3,917,10,7,54,9
675,28,64,26,17,38,0,159,38,80,136,36
676,16,300,295,6,5,0,1051,72,43,32,189
677,27,287,119,71,168,9,1135,69,81,119,92
678,27,290,263,186,27,12,468,48,88,20,6
679,3,289,128,23,161,7,1092,58,80,87,46
680,10,252,43,39,209,0,217,60,37,138,50
681,12,63,54,47,9,1,571,98,8,6,65
682,12,471,276,7,195,3,1044,65,90,18,21
683,18,345,323,203,22,12,551,40,26,141,29
684,12,221,162,161,59,0,1036,70,40,108,152
685,20,83,7,3,76,4,775,50,48,11,180
686,19,236,44,37,192,9,469,4,1,7,23
687,13,191,163,97,28,10,472,20,41,10,190
688,22,308,138,47,170,11,160,17,51,39,40
689,6,5,1,1,4,8,746,22,18,24,47
690,25,123,60,8,63,11,155,61,2,41,204
691,22,124,11,4,113,4,254,26,6,16,122
692,21,329,306,187,23,5,979,69,94,85,17
693,7,129,39,29,90,1,86,48,44,34,92
694,23,341,41,3,300,12,721,56,31,47,71
695,10,25,24,5,1,0,479,71,43,31,119
696,3,1,1,1,0,3,821,86,70,50,140
697,12,118,100,72,18,11,1033,5,74,112,145
698,1,420,38,38,382,8,34,54,99,107,126
699,17,411,9,6,402,10,92,44,59,60,144
700,4,5,1,0,4,7,447,42,10,11,47
701,10,124,4,3,120,1,564,22,84,26,158
702,8,75,3,0,72,12,1046,13,49,55,143
703,28,132,107,60,25,10,1162,17,4,133,50
704,9,411,45,2,366,3,854,29,1,0,172
705,5,131,107,74,24,5,477,60,32,70,32
706,3,332,193,177,139,10,873,22,38,147,15
707,8,499,494,145,5,1,681,77,36,18,194
708,24,321,94,34,227,3,412,36,62,97,117
709,6,22,3,3,19,11,1037,45,56,114,56
710,1,137,75,8,62,10,1107,99,26,43,91
711,7,165,10,8,155,7,849,11,32,35,207
712,8,263,56,48,207,0,985,17,85,148,96
713,5,4,1,0,3,0,1100,74,67,1,232
714,4,477,96,24,381,11,1189,32,76,77,56
715,25,469,214,59,255,1,206,90,58,57,24
716,17,310,195,184,115,1,176,94,15,88,19
717,16,148,37,25,111,6,497,35,43,79,85
718,23,341,285,160,56,5,157,76,27,113,60
719,19,379,74,68,305,9,706,1,33,14,244
720,19,303,1,1,302,2,1122,36,95,18,151
721,11,321,183,51,138,10,535,45,41,1,213
722,20,334,251,237,83,9,559,1,83,121,27
723,20,464,21,18,443,0,748,100,10,19,95
724,13,158,85,65,73,11,1064,20,96,135,14
725,26,310,4,4,306,5,525,98,74,45,74
726,6,205,141,47,64,12,696,92,37,54,181
727,19,170,170,66,0,8,488,16,18,9,176
728,12,238,116,114,122,4,407,84,52,137,40
729,8,384,102,73,282,9,708,55,7,17,8
730,15,191,28,12,163,4,510,57,6,72,187
731,16,364,207,160,157,3,220,62,63,91,31
732,9,75,20,10,55,10,1190,89,48,140,83
733,18,460,66,53,394,10,369,94,55,126,102
734,22,188,150,118,38,12,101,26,80,142,7
735,20,349,89,77,260,10,524,36,56,100,158
736,9,390,106,58,284,6,856,78,75,120,90
737,9,371,60,49,311,8,1156,43,96,128,98
738,3,56,35,10,21,8,404,16,37,125,132
739,27,176,122,66,54,9,118,90,50,55,17
740,0,274,188,21,86,5,716,80,34,2,193
741,2,98,31,5,67,0,829,78,1,148,61
742,21,128,89,60,39,2,245,42,47,138,1
743,22,224,201,156,23,10,33,12,40,53,153
744,3,266,47,20,219,7,1150,81,73,9,208
745,9,48,38,12,10,6,1075,1,16,69,139
746,30,436,87,28,349,9,1046,85,1,51,174
747,21,498,38,24,460,0,729,37,15,54,8
748,1,97,10,10,87,12,99,34,94,98,18
749,28,208,156,28,52,9,975,79,62,2,256
750,3,106,68,61,38,11,566,53,50,134,69
751,0,217,190,171,27,2,230,64,98,73,96
752,8,411,335,168,76,10,1050,29,71,59,160
753,7,172,88,37,84,2,913,18,94,6,27
754,3,476,315,283,161,2,266,15,2,148,29
755,18,108,2,0,106,4,185,23,22,78,83
756,18,465,266,229,199,2,551,50,41,111,59
757,3,169,22,5,147,4,874,23,9,31,163
758,2,35,4,2,31,12,386,70,42,4,37
759,27,342,208,126,134,6,498,49,34,56,197
760,21,10,0,0,10,12,1179,10,4,49,96
761,0,296,157,129,139,3,587,34,3,79,127
762,28,117,8,0,109,6,996,74,0,86,29
763,7,329,294,63,35,4,844,78,88,148,104
764,9,411,123,117,288,10,620,42,98,140,80
765,13,193,53,34,140,8,961,16,41,105,56
766,24,434,360,140,74,11,558,86,89,137,21
767,16,8,7,1,1,10,303,84,100,15,168
768,28,361,181,64,180,3,50,27,40,43,179
769,14,389,140,130,249,1,134,84,88,57,21
770,27,8,4,2,4,2,1085,28,71,58,117
771,10,425,385,221,40,6,344,20,81,134,101
772,28,162,2,2,160,2,1093,66,70,29,33
773,30,483,281,133,202,5,993,23,11,41,112
774,28,454,160,139,294,7,831,10,87,127,96
775,21,250,249,200,1,5,528,75,16,110,12
776,28,418,366,151,52,11,86,45,97,119,92
777,8,224,1,0,223,6,498,38,64,7,93
778,0,70,52,40,18,1,382,33,13,115,12
779,14,451,42,24,409,5,236,27,1,47,201
780,6,259,85,73,174,4,751,63,11,11,84
781,27,392,46,16,346,3,656,37,95,90,86
782,12,362,301,53,61,3,419,76,52,143,15
783,30,72,58,48,14,8,683,79,9,8,105
784,17,300,54,45,246,4,1098,23,69,19,171
785,13,180,163,152,17,2,32,89,44,86,122
786,28,218,185,22,33,11,944,84,84,69,122
787,14,68,30,4,38,10,546,31,29,123,39
788,19,419,180,132,239,6,570,80,51,37,57
789,26,48,4,2,44,11,556,5,40,6,35
790,3,286,101,39,185,4,1162,49,26,55,151
791,8,273,81,24,192,5,695,95,33,1,49
792,11,197,97,21,100,3,785,48,1,89,161
793,5,192,36,12,156,0,642,10,51,123,106
794,25,380,34,23,346,3,462,70,64,146,76
795,28,485,264,239,221,0,550,56,100,101,38
796,27,407,306,186,101,7,683,60,65,56,140
797,23,472,391,15,81,6,247,62,77,18,126
798,15,193,175,102,18,0,950,48,74,71,107
799,4,193,135,92,58,1,711,68,71,61,88
800,30,320,1,1,319,1,521,41,46,144,13
801,21,212,4,4,208,2,543,8,84,50,82
802,1,69,33,13,36,7,991,42,16,17,26
803,30,283,95,72,188,12,1137,1,60,119,119
804,21,354,122,121,232,6,1119,36,18,57,129
805,14,387,273,74,114,6,1055,86,80,24,93
806,23,151,12,2,139,4,225,39,76,1,5
807,26,481,472,105,9,0,1032,63,64,104,118
808,26,83,1,1,82,2,573,10,93,142,88
809,6,195,185,142,10,9,150,39,63,105,114
810,25,390,370,241,20,9,86,78,70,77,141
811,19,52,34,8,18,12,818,3,12,119,39
812,9,37,5,4,32,6,826,44,18,93,77
813,28,25,13,13,12,10,122,73,99,122,109
814,28,86,74,74,12,3,220,54,36,53,142
815,19,88,60,58,28,4,1005,11,88,114,130
816,19,411,216,184,195,6,426,55,88,110,36
817,24,207,114,113,93,4,1082,60,77,139,43
818,4,498,468,403,30,9,190,6,31,120,140
819,13,340,236,218,104,12,584,58,19,128,38
820,28,316,114,71,202,1,589,46,41,84,47
821,14,355,78,59,277,2,852,15,11,52,177
822,8,350,65,55,285,8,728,60,46,77,158
823,21,342,215,5,127,11,795,68,98,4,114
824,9,115,42,14,73,8,976,53,47,122,117
825,16,410,349,298,61,10,187,40,94,42,141
826,11,137,129,15,8,11,414,28,32,112,106
827,22,67,51,28,16,11,651,70,77,37,98
828,13,489,336,269,153,5,159,47,36,145,63
829,0,291,67,7,224,2,372,1,62,11,22
830,12,46,11,7,35,6,696,81,2,63,93
831,6,33,16,1,17,12,663,24,89,73,183
832,13,473,55,25,418,11,840,79,46,113,80
833,19,294,62,42,232,8,1199,32,19,87,92
834,22,29,6,6,23,1,1137,50,49,91,43
835,5,207,135,20,72,4,91,68,38,105,38
836,20,6,0,0,6,2,589,15,8,102,38
837,18,69,31,31,38,0,189,89,97,27,128
838,11,194,83,1,111,2,421,42,42,106,64
839,5,142,49,32,93,11,1067,48,57,29,78
840,25,204,51,12,153,8,959,47,44,102,10
841,9,148,114,2,34,8,889,17,7,115,68
842,23,478,363,118,115,9,569,100,55,41,104
843,12,95,68,9,27,7,1020,6,57,138,95
844,27,75,74,72,1,7,311,69,42,79,112
845,17,93,78,30,15,1,60,16,79,112,76
846,9,411,265,52,146,9,841,79,58,5,126
847,20,379,229,204,150,4,15,64,60,84,62
848,4,237,45,6,192,0,740,74,61,71,168
849,7,387,208,25,179,1,557,37,62,60,28
850,12,215,43,9,172,7,1113,15,92,31,37
851,19,421,185,44,236,5,92,25,96,6,49
852,28,313,57,11,256,2,143,71,13,143,81
853,0,181,44,31,137,11,256,55,89,150,85
854,4,459,156,143,303,11,493,48,5,86,90
855,6,409,69,32,340,6,1197,95,99,57,198
856,1,209,53,44,156,10,513,89,31,6,124
857,6,484,391,298,93,5,319,92,79,66,73
858,14,128,35,13,93,2,447,7,73,18,186
859,17,41,1,0,40,7,820,59,0,126,22
860,0,253,113,91,140,12,355,50,0,42,14
861,20,270,201,108,69,11,441,20,11,130,88
862,29,78,28,17,50,12,642,31,7,43,55
863,3,200,103,32,97,12,1102,13,84,65,103
864,3,329,235,114,94,1,151,60,95,32,131
865,24,367,159,5,208,11,16,70,24,24,28
866,9,107,7,0,100,7,194,37,52,138,100
867,19,397,144,112,253,3,36,5,49,107,58
868,4,113,12,9,101,6,784,44,95,136,46
869,14,263,180,62,83,11,525,81,76,49,70
870,30,203,126,35,77,3,555,11,33,21,58
871,30,97,2,0,95,11,472,93,54,25,185
872,0,307,121,41,186,2,819,100,98,148,100
873,23,292,31,22,261,9,835,38,46,65,118
874,14,410,407,334,3,6,472,78,20,55,134
875,11,414,110,82,304,5,627,100,11,22,104
876,10,368,5,2,363,11,935,23,73,101,122
877,15,322,65,26,257,10,749,46,99,55,157
878,18,233,24,17,209,3,10,52,84,39,148
879,28,330,314,56,16,5,488,39,47,94,149
880,26,236,123,37,113,1,319,66,14,40,172
881,26,293,237,74,56,4,829,0,56,77,176
882,4,60,26,25,34,7,606,29,21,76,70
883,5,449,48,1,401,3,861,47,96,146,99
884,23,286,76,62,210,6,854,53,74,44,31
885,10,40,40,26,0,10,935,23,46,50,196
886,23,208,159,70,49,5,28,34,35,116,126
887,24,286,193,82,93,4,830,52,62,129,51
888,1,369,297,212,72,8,377,85,19,60,159
889,2,459,426,123,33,11,660,4,41,10,237
890,22,404,162,20,242,6,99,16,91,113,7
891,21,395,383,303,12,8,1030,19,59,71,10
892,18,240,97,16,143,4,306,90,2,84,1
893,17,46,22,10,24,6,349,66,15,1,214
894,8,312,69,60,243,6,300,21,9,128,13
895,0,29,6,5,23,9,223,52,50,49,192
896,27,425,396,96,29,7,154,56,58,136,104
897,9,415,328,191,87,0,139,67,87,25,122
898,13,77,44,33,33,5,326,97,54,30,128
899,0,244,3,2,241,12,1142,11,2,87,65
900,12,183,153,113,30,4,44,34,47,97,15
901,0,231,162,73,69,6,1152,56,1,129,12
902,16,287,131,30,156,5,525,46,70,25,151
903,11,131,26,20,105,7,405,62,25,12,60
904,4,129,121,108,8,11,918,5,12,61,139
905,15,496,296,251,200,6,72,34,24,62,90
906,23,299,203,125,96,12,467,29,53,102,119
907,15,0,0,0,0,7,958,14,91,41,162
908,28,345,282,219,63,7,911,73,78,135,39
909,15,392,234,108,158,3,639,96,4,13,226
910,12,465,264,254,201,7,1109,46,73,109,70
911,28,40,34,12,6,8,324,31,85,105,135
912,12,361,173,95,188,11,354,13,42,109,151
913,5,222,38,23,184,7,210,2,23,68,42
914,8,462,0,0,462,0,733,20,85,58,148
915,18,466,68,15,398,4,741,58,58,20,87
916,23,321,223,167,98,9,349,85,79,109,84
917,19,237,177,69,60,12,1077,100,77,77,14
918,24,211,84,57,127,4,236,7,15,126,117
919,6,331,57,1,274,9,106,47,69,48,30
920,14,367,190,39,177,11,878,21,57,54,182
921,10,339,274,104,65,7,2,66,2,78,146
922,6,176,139,135,37,2,1001,24,53,41,76
923,2,55,13,2,42,9,189,16,92,110,87
924,22,322,123,60,199,8,667,2,17,100,62
925,25,299,6,3,293,4,121,15,42,75,89
926,27,263,193,126,70,1,189,68,58,120,136
927,1,275,160,121,115,1,1003,64,22,34,172
928,7,170,7,3,163,3,190,1,57,3,254
929,1,279,25,12,254,12,745,63,34,123,27
930,9,34,15,0,19,6,111,58,86,82,59
931,0,414,105,93,309,11,531,96,4,14,198
932,5,31,18,14,13,10,442,47,50,87,127
933,9,442,259,229,183,0,825,6,12,42,97
934,5,5,5,3,0,12,105,100,22,44,187
935,17,352,185,65,167,9,1042,50,17,118,18
936,15,371,136,71,235,2,1061,41,29,2,115
937,22,41,34,3,7,1,838,46,49,123,110
938,23,458,283,73,175,2,158,79,68,121,91
939,9,236,154,77,82,9,647,30,45,92,25
940,27,78,4,0,74,11,787,72,37,96,164
941,1,267,235,6,32,5,32,83,88,85,113
942,12,399,268,250,131,7,652,84,84,127,115
943,24,386,65,32,321,12,825,38,58,110,123
944,16,218,159,86,59,0,780,68,5,60,12
945,23,110,75,51,35,0,127,90,82,119,120
946,4,151,77,56,74,0,1198,18,79,130,120
947,7,309,276,201,33,11,8,67,93,8,61
948,21,324,252,84,72,12,886,100,1,88,56
949,1,357,356,152,1,4,755,57,34,29,131
950,20,370,263,76,107,3,815,34,6,96,29
951,6,161,139,85,22,1,566,5,75,20,52
952,30,425,160,147,265,2,259,39,5,56,186
953,15,154,90,80,64,9,850,11,3,32,147
954,27,304,22,19,282,9,930,84,49,17,12
955,14,444,216,166,228,10,1082,15,43,87,24
956,8,225,139,12,86,9,714,22,46,51,199
957,27,396,54,34,342,1,734,69,53,29,154
958,26,127,61,33,66,11,873,27,3,101,131
959,25,477,290,71,187,4,1014,55,77,69,13
960,27,318,86,65,232,0,1022,40,28,54,180
961,15,374,338,89,36,4,172,74,43,121,45
962,5,278,106,86,172,1,975,55,73,11,109
963,9,43,28,27,15,3,596,90,0,122,81
964,4,212,7,2,205,2,351,2,38,1,169
965,22,375,349,271,26,11,973,100,92,89,131
966,8,457,197,32,260,9,760,61,12,146,84
967,29,222,133,90,89,4,776,46,30,89,84
968,19,71,44,16,27,12,660,92,71,92,2
969,7,4,1,1,3,8,816,89,82,50,58
970,2,187,57,4,130,2,84,49,21,74,61
971,13,244,95,92,149,0,134,68,90,82,157
972,26,107,96,50,11,0,1191,5,8,124,136
973,25,160,120,86,40,7,264,72,65,119,42
974,3,207,40,20,167,12,88,48,8,54,80
975,9,196,61,21,135,1,872,0,68,120,87
976,5,357,219,62,138,3,10,54,68,48,159
977,1,70,20,1,50,2,584,51,77,74,89
978,21,372,301,164,71,1,524,32,79,2,59
979,29,123,120,116,3,11,825,41,92,84,17
980,20,257,207,118,50,1,272,37,25,90,136
981,27,378,140,125,238,8,880,5,92,55,97
982,6,281,278,150,3,2,425,99,20,12,63
983,30,499,379,349,120,4,30,98,54,135,11
984,26,402,67,58,335,5,815,69,2,106,22
985,11,154,95,5,59,6,1066,59,56,68,90
986,23,392,79,41,313,8,164,93,67,76,83
987,9,136,20,15,116,0,1199,48,58,73,89
988,9,168,26,4,142,1,438,75,45,107,138
989,22,162,79,7,83,11,451,71,47,81,75
990,3,81,17,8,64,10,1104,66,95,15,6
991,4,463,339,282,124,8,560,20,61,19,227
992,22,61,25,4,36,5,521,85,22,62,184
993,16,47,43,2,4,11,534,3,77,136,81
994,7,322,71,58,251,4,712,8,36,50,42
995,1,68,37,33,31,10,808,97,37,143,21
996,27,64,27,27,37,2,519,8,48,104,49
997,20,447,439,294,8,6,601,75,100,121,131
998,18,490,346,283,144,12,560,54,36,11,118
999,29,215,68,58,147,3,517,11,29,93,92
1000,30,115,26,23,89,0,792,51,59,29,212
1001,9,264,197,70,67,7,1131,43,53,96,9
1002,18,203,170,140,33,5,426,81,59,43,169
1003,7,381,26,12,355,7,450,14,47,36,188
1004,18,401,238,191,163,10,875,48,8,147,35
1005,24,111,111,74,0,11,784,49,86,59,86
1006,27,57,11,2,46,5,1084,13,30,22,47
1007,10,76,72,65,4,7,995,70,18,36,194
1008,6,169,54,5,115,12,972,98,42,121,11
1009,13,49,0,0,49,4,734,90,79,17,236
1010,22,193,8,1,185,5,1138,97,15,148,85
1011,11,499,150,143,349,11,997,9,60,45,80
1012,27,4,3,2,1,4,1091,39,63,49,191
1013,18,420,64,52,356,9,55,47,33,74,0
1014,15,257,216,47,41,7,753,69,4,32,180
1015,24,135,96,63,39,1,48,81,71,56,197
1016,14,112,26,3,86,8,893,99,43,80,63
1017,20,128,55,48,73,7,209,57,19,70,163
1018,28,21,4,2,17,8,935,66,97,120,39
1019,2,166,32,5,134,4,681,98,83,122,34
1020,18,137,61,7,76,7,541,5,75,5,236
1021,17,283,142,37,141,11,1051,54,30,73,1
1022,6,221,212,198,9,8,1059,55,94,37,21
1023,4,470,368,320,102,11,294,64,42,136,77
1024,0,253,152,18,101,12,453,11,10,121,117
1025,28,48,6,2,42,7,640,79,44,124,75
1026,13,29,16,7,13,10,520,35,38,129,113
1027,16,176,91,28,85,4,627,52,61,87,6
1028,26,387,340,307,47,1,839,20,4,136,77
1029,11,65,0,0,65,10,1101,71,21,105,60
1030,22,45,15,4,30,11,198,61,19,105,101
1031,12,91,12,2,79,8,1095,93,79,52,120
1032,26,356,169,69,187,12,552,45,66,103,43
1033,19,129,16,8,113,3,240,74,4,8,189
1034,4,167,151,94,16,10,1,67,75,73,32
1035,25,336,313,65,23,9,1104,77,24,95,147
1036,22,432,132,69,300,1,1066,54,31,88,64
1037,8,204,144,137,60,2,134,34,63,33,139
1038,3,359,270,256,89,1,1114,2,3,44,85
1039,15,335,300,237,35,4,552,96,37,7,134
1040,5,433,176,63,257,4,636,79,69,66,123
1041,16,124,112,80,12,10,947,19,4,43,19
1042,22,463,394,320,69,9,338,44,71,26,209
1043,29,238,133,104,105,6,44,92,65,91,68
1044,7,353,88,85,265,6,1013,66,100,125,16
1045,14,99,79,19,20,6,132,72,64,137,11
1046,24,483,185,75,298,7,74,83,56,100,51
1047,30,27,1,1,26,8,451,71,79,111,27
1048,22,263,205,103,58,4,404,50,91,40,70
1049,12,348,251,26,97,9,185,68,9,99,77
1050,6,104,96,50,8,3,1176,45,62,0,134
1051,1,442,227,71,215,9,953,8,11,56,184
1052,2,271,3,1,268,0,335,29,73,105,66
1053,12,321,108,89,213,12,1163,8,11,109,51
1054,0,112,65,62,47,4,1086,93,24,69,119
1055,9,395,133,17,262,8,348,59,89,3,199
1056,25,254,106,31,148,0,355,74,29,137,56
1057,8,130,14,5,116,1,12,7,83,44,92
1058,27,376,128,69,248,4,321,86,36,7,164
1059,2,382,269,171,113,11,320,24,35,5,55
1060,26,233,10,1,223,7,1022,14,22,110,63
1061,30,310,81,49,229,12,549,80,44,123,40
1062,22,117,117,12,0,10,905,78,94,20,115
1063,5,305,142,52,163,8,951,50,99,73,175
1064,27,369,243,0,126,11,921,70,80,134,5
1065,18,100,76,28,24,2,129,66,55,72,105
1066,18,359,186,108,173,11,377,27,11,40,64
1067,8,370,311,7,59,9,668,49,14,101,56
1068,2,386,292,265,94,6,507,66,85,109,142
1069,11,393,362,95,31,3,835,10,29,19,127
1070,22,133,120,58,13,5,155,73,65,66,118
1071,27,50,6,5,44,3,1,40,6,77,153
1072,10,460,92,78,368,8,256,8,24,59,9
1073,26,407,292,49,115,11,376,91,66,65,99
1074,17,379,155,118,224,0,781,8,100,115,9
1075,20,244,145,58,99,6,756,54,23,76,134
1076,9,108,98,5,10,5,229,39,62,92,110
1077,4,31,12,11,19,1,70,64,51,65,60
1078,29,285,143,87,142,1,326,62,63,34,28
1079,2,11,4,1,7,8,196,40,35,149,108
1080,4,17,9,1,8,0,634,91,11,22,181
1081,29,134,98,73,36,5,184,69,20,26,215
1082,23,360,98,61,262,10,583,26,76,87,70
1083,30,290,46,39,244,8,60,26,38,56,163
1084,17,386,297,77,89,1,734,2,53,66,7
1085,10,365,60,25,305,8,692,73,18,10,174
1086,29,480,158,18,322,0,738,45,43,43,104
1087,5,168,56,55,112,7,951,16,68,83,175
1088,23,406,343,171,63,9,127,42,48,122,127
1089,13,275,2,1,273,1,805,67,69,63,54
1090,10,331,191,138,140,4,397,4,71,43,36
1091,7,229,186,162,43,6,867,26,80,92,60
1092,16,345,266,245,79,9,365,1,36,95,61
1093,30,231,22,13,209,7,324,15,54,108,19
1094,3,344,44,2,300,3,259,90,93,27,79
1095,27,35,5,2,30,9,146,21,48,4,113
1096,7,331,147,2,184,8,517,74,7,107,68
1097,26,246,204,188,42,7,806,94,92,77,127
1098,10,467,0,0,467,12,663,100,69,19,44
1099,0,170,23,2,147,2,71,14,15,121,101
1100,1,494,101,100,393,5,412,55,47,143,20
1101,19,469,270,170,199,3,162,81,20,11,67
1102,27,6,5,2,1,6,473,17,61,49,171
1103,10,252,11,2,241,1,1077,17,35,20,103
1104,3,391,153,127,238,10,298,33,40,141,97
1105,17,85,57,29,28,10,831,31,40,112,1
1106,26,184,147,27,37,3,852,41,81,65,138
1107,21,34,1,0,33,5,255,94,1,5,162
1108,17,332,91,38,241,12,765,15,10,121,120
1109,25,437,165,139,272,1,888,44,85,38,216
1110,27,37,11,8,26,3,64,53,66,119,50
1111,10,146,104,56,42,7,921,35,53,106,59
1112,28,192,143,131,49,3,750,70,32,16,87
1113,4,57,50,21,7,3,325,80,86,104,109
1114,30,424,9,5,415,1,960,14,15,74,146
1115,7,128,99,92,29,4,309,55,53,69,109
1116,26,112,71,71,41,0,357,25,33,134,42
1117,21,302,215,88,87,0,755,60,46,29,146
1118,7,6,4,0,2,5,515,17,31,95,43
1119,30,249,239,55,10,9,958,96,76,144,64
1120,27,122,62,41,60,12,514,71,54,62,13
1121,19,44,3,1,41,10,421,8,57,44,118
1122,1,370,114,62,256,8,910,14,77,42,217
1123,1,120,48,15,72,1,574,59,41,72,160
1124,9,192,191,124,1,9,227,55,63,40,213
1125,24,280,86,80,194,2,0,20,68,76,74
1126,28,217,38,7,179,7,310,69,84,90,86
1127,1,339,21,2,318,10,1057,100,35,91,160
1128,20,21,8,5,13,9,57,45,94,93,120
1129,30,214,153,99,61,4,1088,13,85,133,7
1130,21,3,0,0,3,4,1020,50,54,85,16
1131,21,335,234,202,101,7,181,72,81,111,101
1132,5,482,328,85,154,5,101,81,62,57,17
1133,30,138,88,1,50,2,428,48,81,67,178
1134,3,331,47,40,284,9,716,5,13,95,66
1135,22,236,208,109,28,7,61,61,45,114,111
1136,15,95,88,17,7,0,479,61,64,29,71
1137,15,88,43,14,45,9,139,27,70,61,195
1138,4,496,280,245,216,1,948,66,89,46,104
1139,13,381,104,23,277,8,563,34,49,118,138
1140,25,198,16,13,182,4,103,73,60,89,162
