
input orientation, VRS
DMU,Category,Original,Target,Radial,Non-radial
,EOY(points),29.000000,61.769548,0.000000,32.769548
,DeadlinesMet,0.000000,43.459248,0.000000,43.459248
,TaskAssigned,75.000000,75.000000,0.000000,-0.000000
,EOM points (agg),1013.000000,1013.000001,0.000000,0.000001
,Manager Score,24.000000,38.806232,0.000000,14.806232
,TaskCompleted,0.000000,69.405523,0.000000,69.405523
1209.000000,Holidays Taken,26.000000,4.122993,-21.877007,0.000000
0.158577,DeadlinesMissed,47.000000,7.453103,-39.546897,0.000000
,Experience(yrs),7.000000,19.995494,0.000000,12.995494
,number of EOM,7.000000,7.000000,0.000000,-0.000000
,EOY(points),46.000000,54.929860,0.000000,8.929860
,DeadlinesMet,20.000000,38.211292,0.000000,18.211292
,TaskAssigned,75.000000,75.000000,0.000000,-0.000000
,EOM points (agg),861.000000,861.000000,0.000000,-0.000000
,Manager Score,71.000000,71.000000,0.000000,-0.000000
,TaskCompleted,28.000000,67.546896,0.000000,39.546896
1210.000000,Holidays Taken,28.000000,5.210613,-22.789387,-0.000000
0.186093,DeadlinesMissed,127.000000,23.633851,-103.366148,-0.000000
,Experience(yrs),23.000000,23.000000,0.000000,-0.000000
,number of EOM,11.000000,11.000000,0.000000,-0.000000
,EOY(points),38.000000,44.211990,0.000000,6.211990
,DeadlinesMet,10.000000,132.025785,0.000000,122.025785
,TaskAssigned,189.000000,188.999998,0.000000,-0.000002
,EOM points (agg),218.000000,829.394172,0.000000,611.394172
,Manager Score,40.000000,52.291046,0.000000,12.291046
,TaskCompleted,62.000000,165.366147,0.000000,103.366147
1211.000000,Holidays Taken,25.000000,4.167658,-20.832342,-0.000000
0.166706,DeadlinesMissed,102.000000,17.004045,-84.995954,-0.000000
,Experience(yrs),27.000000,27.000000,0.000000,0.000000
,number of EOM,2.000000,3.286853,0.000000,1.286853
,EOY(points),51.000000,51.000001,0.000000,0.000001
,DeadlinesMet,58.000000,100.970954,0.000000,42.970954
,TaskAssigned,212.000000,212.000002,0.000000,0.000002
,EOM points (agg),817.000000,817.000008,0.000000,0.000008
,Manager Score,73.000000,73.000001,0.000000,0.000001
,TaskCompleted,110.000000,194.995956,0.000000,84.995956
1212.000000,Holidays Taken,17.000000,11.592972,-5.407028,-0.000000
0.681940,DeadlinesMissed,41.000000,27.959520,-13.040480,-0.000000
,Experience(yrs),28.000000,28.000000,0.000000,-0.000000
,number of EOM,11.000000,11.000000,0.000000,-0.000000
,EOY(points),32.000000,46.533551,0.000000,14.533551
,DeadlinesMet,15.000000,42.208979,0.000000,27.208979
,TaskAssigned,61.000000,105.916538,0.000000,44.916538
,EOM points (agg),1079.000000,1078.999993,0.000000,-0.000007
,Manager Score,6.000000,79.888548,0.000000,73.888548
,TaskCompleted,20.000000,77.957018,0.000000,57.957018
1213.000000,Holidays Taken,39.000000,16.498201,-22.501800,0.000000
0.423031,DeadlinesMissed,11.000000,4.653339,-6.346661,0.000000
,Experience(yrs),13.000000,21.001272,0.000000,8.001272
,number of EOM,5.000000,9.559629,0.000000,4.559629
,EOY(points),17.000000,69.101824,0.000000,52.101824
,DeadlinesMet,3.000000,8.734523,0.000000,5.734523
,TaskAssigned,17.000000,91.248406,0.000000,74.248406
,EOM points (agg),787.000000,787.000004,0.000000,0.000004
,Manager Score,96.000000,96.000000,0.000000,0.000000
,TaskCompleted,6.000000,86.595067,0.000000,80.595067
1214.000000,Holidays Taken,95.000000,95.000000,0.000000,0.000000
1.000000,DeadlinesMissed,183.000000,183.000000,0.000000,0.000000
,Experience(yrs),22.000000,22.000000,0.000000,0.000000
,number of EOM,2.000000,2.000000,0.000000,0.000000
,EOY(points),99.000000,99.000000,0.000000,0.000000
,DeadlinesMet,96.000000,96.000000,0.000000,0.000000
,TaskAssigned,288.000000,288.000000,0.000000,0.000000
,EOM points (agg),1181.000000,1181.000000,0.000000,0.000000
,Manager Score,5.000000,5.000000,0.000000,0.000000
,TaskCompleted,105.000000,105.000000,0.000000,0.000000
1215.000000,Holidays Taken,33.000000,14.168318,-18.831682,0.000000
0.429343,DeadlinesMissed,32.000000,13.738975,-18.261025,0.000000
,Experience(yrs),18.000000,18.000000,0.000000,0.000000
,number of EOM,11.000000,11.000000,0.000000,0.000000
,EOY(points),36.000000,73.590321,0.000000,37.590321
,DeadlinesMet,35.000000,227.052278,0.000000,192.052278
,TaskAssigned,372.000000,372.000000,0.000000,-0.000000
,EOM points (agg),353.000000,353.000004,0.000000,0.000004
,Manager Score,9.000000,44.154180,0.000000,35.154180
,TaskCompleted,340.000000,358.261025,0.000000,18.261025
1216.000000,Holidays Taken,14.000000,14.000000,0.000000,0.000000
1.000000,DeadlinesMissed,316.000000,316.000000,0.000000,0.000000
,Experience(yrs),12.000000,12.000000,0.000000,0.000000
,number of EOM,12.000000,12.000000,0.000000,0.000000
,EOY(points),70.000000,70.000000,0.000000,0.000000
,DeadlinesMet,75.000000,75.000000,0.000000,0.000000
,TaskAssigned,443.000000,443.000000,0.000000,0.000000
,EOM points (agg),809.000000,809.000000,0.000000,0.000000
,Manager Score,80.000000,80.000000,0.000000,0.000000
,TaskCompleted,127.000000,127.000000,0.000000,0.000000
1217.000000,Holidays Taken,55.000000,5.318735,-49.681265,-0.000000
0.096704,DeadlinesMissed,71.000000,6.866003,-64.133996,-0.000000
,Experience(yrs),15.000000,15.000000,0.000000,-0.000000
,number of EOM,3.000000,3.352245,0.000000,0.352245
,EOY(points),12.000000,52.253462,0.000000,40.253462
,DeadlinesMet,15.000000,196.595840,0.000000,181.595840
,TaskAssigned,245.000000,244.999998,0.000000,-0.000002
,EOM points (agg),386.000000,923.004044,0.000000,537.004044
,Manager Score,3.000000,61.858651,0.000000,58.858651
,TaskCompleted,174.000000,238.133995,0.000000,64.133995
1218.000000,Holidays Taken,35.000000,14.612697,-20.387303,-0.000000
0.417506,DeadlinesMissed,43.000000,17.952742,-25.047257,-0.000000
,Experience(yrs),1.000000,20.558594,0.000000,19.558594
,number of EOM,8.000000,10.380802,0.000000,2.380802
,EOY(points),22.000000,59.357907,0.000000,37.357907
,DeadlinesMet,0.000000,30.358866,0.000000,30.358866
,TaskAssigned,43.000000,55.068861,0.000000,12.068861
,EOM points (agg),1031.000000,1030.999998,0.000000,-0.000002
,Manager Score,92.000000,92.000000,0.000000,-0.000000
,TaskCompleted,0.000000,37.116119,0.000000,37.116119
1219.000000,Holidays Taken,17.000000,17.000000,0.000000,0.000000
1.000000,DeadlinesMissed,228.000000,228.000000,0.000000,0.000000
,Experience(yrs),25.000000,25.000000,0.000000,0.000000
,number of EOM,10.000000,10.000000,0.000000,0.000000
,EOY(points),96.000000,96.000000,0.000000,0.000000
,DeadlinesMet,18.000000,18.000000,0.000000,0.000000
,TaskAssigned,250.000000,250.000000,0.000000,0.000000
,EOM points (agg),904.000000,904.000000,0.000000,0.000000
,Manager Score,98.000000,98.000000,0.000000,0.000000
,TaskCompleted,22.000000,22.000000,0.000000,0.000000
1220.000000,Holidays Taken,144.000000,7.944877,-136.055123,-0.000000
0.055173,DeadlinesMissed,288.000000,15.889754,-272.110246,-0.000000
,Experience(yrs),1.000000,10.852071,0.000000,9.852071
,number of EOM,8.000000,8.000000,0.000000,0.000000
,EOY(points),13.000000,49.754488,0.000000,36.754488
,DeadlinesMet,6.000000,305.798594,0.000000,299.798594
,TaskAssigned,384.000000,384.000001,0.000000,0.000001
,EOM points (agg),911.000000,911.000002,0.000000,0.000002
,Manager Score,9.000000,30.906947,0.000000,21.906947
,TaskCompleted,96.000000,368.110247,0.000000,272.110247
1221.000000,Holidays Taken,89.000000,5.117636,-83.882364,0.000000
0.057502,DeadlinesMissed,213.000000,12.247826,-200.752174,-0.000000
,Experience(yrs),5.000000,16.124489,0.000000,11.124489
,number of EOM,10.000000,10.000000,0.000000,-0.000000
,EOY(points),58.000000,58.000000,0.000000,-0.000000
,DeadlinesMet,6.000000,187.956683,0.000000,181.956683
,TaskAssigned,228.000000,227.999999,0.000000,-0.000001
,EOM points (agg),651.000000,650.999994,0.000000,-0.000006
,Manager Score,7.000000,22.602992,0.000000,15.602992
,TaskCompleted,15.000000,215.752173,0.000000,200.752173
1222.000000,Holidays Taken,70.000000,16.583926,-53.416074,-0.000000
0.236913,DeadlinesMissed,255.000000,60.412873,-194.587126,-0.000001
,Experience(yrs),12.000000,13.031391,0.000000,1.031391
,number of EOM,10.000000,10.000000,0.000000,-0.000000
,EOY(points),14.000000,47.955436,0.000000,33.955436
,DeadlinesMet,39.000000,171.474151,0.000000,132.474151
,TaskAssigned,454.000000,453.999998,0.000000,-0.000002
,EOM points (agg),961.000000,960.999996,0.000000,-0.000004
,Manager Score,16.000000,53.966536,0.000000,37.966536
,TaskCompleted,199.000000,393.587125,0.000000,194.587125
1223.000000,Holidays Taken,22.000000,14.453612,-7.546388,0.000000
0.656982,DeadlinesMissed,41.000000,26.936277,-14.063723,0.000000
,Experience(yrs),27.000000,27.000000,0.000000,0.000000
,number of EOM,2.000000,8.110943,0.000000,6.110943
,EOY(points),40.000000,57.011858,0.000000,17.011858
,DeadlinesMet,24.000000,94.567924,0.000000,70.567924
,TaskAssigned,175.000000,175.000001,0.000000,0.000001
,EOM points (agg),864.000000,864.000000,0.000000,-0.000000
,Manager Score,87.000000,87.000000,0.000000,0.000000
,TaskCompleted,134.000000,148.063724,0.000000,14.063724
1224.000000,Holidays Taken,114.000000,13.050028,-100.949972,-0.000000
0.114474,DeadlinesMissed,146.000000,16.713194,-129.286806,-0.000000
,Experience(yrs),20.000000,20.000000,0.000000,0.000000
,number of EOM,6.000000,6.000000,0.000000,0.000000
,EOY(points),52.000000,52.000000,0.000000,0.000000
,DeadlinesMet,13.000000,215.604348,0.000000,202.604348
,TaskAssigned,347.000000,347.000003,0.000000,0.000003
,EOM points (agg),1057.000000,1057.000011,0.000000,0.000011
,Manager Score,56.000000,56.000001,0.000000,0.000001
,TaskCompleted,201.000000,330.286809,0.000000,129.286809
1225.000000,Holidays Taken,9.000000,9.000000,0.000000,0.000000
1.000000,DeadlinesMissed,61.000000,61.000000,0.000000,0.000000
,Experience(yrs),11.000000,11.000000,0.000000,0.000000
,number of EOM,0.000000,0.000000,0.000000,0.000000
,EOY(points),89.000000,89.000000,0.000000,0.000000
,DeadlinesMet,157.000000,157.000000,0.000000,0.000000
,TaskAssigned,295.000000,295.000000,0.000000,0.000000
,EOM points (agg),1039.000000,1039.000000,0.000000,0.000000
,Manager Score,13.000000,13.000000,0.000000,0.000000
,TaskCompleted,234.000000,234.000000,0.000000,0.000000
1226.000000,Holidays Taken,9.000000,9.000000,0.000000,0.000000
1.000000,DeadlinesMissed,143.000000,143.000000,0.000000,0.000000
,Experience(yrs),30.000000,30.000000,0.000000,0.000000
,number of EOM,8.000000,8.000000,0.000000,0.000000
,EOY(points),9.000000,9.000000,0.000000,0.000000
,DeadlinesMet,89.000000,89.000000,0.000000,0.000000
,TaskAssigned,430.000000,430.000000,0.000000,0.000000
,EOM points (agg),1026.000000,1026.000000,0.000000,0.000000
,Manager Score,54.000000,54.000000,0.000000,0.000000
,TaskCompleted,287.000000,287.000000,0.000000,0.000000
1227.000000,Holidays Taken,59.000000,10.933480,-48.066520,-0.000000
0.185313,DeadlinesMissed,57.000000,10.562853,-46.437146,-0.000000
,Experience(yrs),12.000000,13.988695,0.000000,1.988695
,number of EOM,8.000000,8.000000,0.000000,0.000000
,EOY(points),58.000000,71.885148,0.000000,13.885148
,DeadlinesMet,103.000000,103.000002,0.000000,0.000002
,TaskAssigned,292.000000,292.000003,0.000000,0.000003
,EOM points (agg),248.000000,248.000000,0.000000,-0.000000
,Manager Score,83.000000,83.000000,0.000000,0.000000
,TaskCompleted,235.000000,281.437149,0.000000,46.437149
1228.000000,Holidays Taken,93.000000,19.109584,-73.890416,0.000000
0.205479,DeadlinesMissed,30.000000,6.164382,-23.835618,-0.000000
,Experience(yrs),6.000000,20.491112,0.000000,14.491112
,number of EOM,7.000000,9.853110,0.000000,2.853110
,EOY(points),42.000000,69.664561,0.000000,27.664561
,DeadlinesMet,15.000000,32.343112,0.000000,17.343112
,TaskAssigned,52.000000,98.775650,0.000000,46.775650
,EOM points (agg),962.000000,961.999994,0.000000,-0.000006
,Manager Score,93.000000,92.999999,0.000000,-0.000001
,TaskCompleted,22.000000,92.611268,0.000000,70.611268
1229.000000,Holidays Taken,94.000000,10.410149,-83.589852,0.000000
0.110746,DeadlinesMissed,70.000000,7.752238,-62.247762,0.000000
,Experience(yrs),12.000000,12.660715,0.000000,0.660715
,number of EOM,5.000000,5.000000,0.000000,0.000000
,EOY(points),35.000000,43.590915,0.000000,8.590915
,DeadlinesMet,49.000000,271.887798,0.000000,222.887798
,TaskAssigned,344.000000,343.999999,0.000000,-0.000001
,EOM points (agg),1053.000000,1053.000000,0.000000,0.000000
,Manager Score,1.000000,35.000925,0.000000,34.000925
,TaskCompleted,274.000000,336.247761,0.000000,62.247761
1230.000000,Holidays Taken,53.000000,13.536086,-39.463914,-0.000000
0.255398,DeadlinesMissed,99.000000,25.284387,-73.715613,0.000000
,Experience(yrs),23.000000,23.000000,0.000000,-0.000000
,number of EOM,3.000000,4.325127,0.000000,1.325127
,EOY(points),50.000000,50.000000,0.000000,-0.000000
,DeadlinesMet,197.000000,219.213380,0.000000,22.213380
,TaskAssigned,424.000000,423.999997,0.000000,-0.000003
,EOM points (agg),1050.000000,1049.999992,0.000000,-0.000008
,Manager Score,52.000000,52.000000,0.000000,-0.000000
,TaskCompleted,325.000000,398.715610,0.000000,73.715610
1231.000000,Holidays Taken,30.000000,16.305705,-13.694295,0.000000
0.543523,DeadlinesMissed,12.000000,6.522282,-5.477718,-0.000000
,Experience(yrs),2.000000,12.080622,0.000000,10.080622
,number of EOM,10.000000,10.000000,0.000000,0.000000
,EOY(points),6.000000,45.566978,0.000000,39.566978
,DeadlinesMet,16.000000,161.755961,0.000000,145.755961
,TaskAssigned,338.000000,338.000000,0.000000,-0.000000
,EOM points (agg),323.000000,438.800596,0.000000,115.800596
,Manager Score,50.000000,50.000000,0.000000,0.000000
,TaskCompleted,326.000000,331.477718,0.000000,5.477718
1232.000000,Holidays Taken,33.000000,2.899203,-30.100797,-0.000000
0.087855,DeadlinesMissed,114.000000,10.015428,-103.984572,0.000000
,Experience(yrs),4.000000,14.795242,0.000000,10.795242
,number of EOM,6.000000,6.000000,0.000000,-0.000000
,EOY(points),78.000000,78.000000,0.000000,-0.000000
,DeadlinesMet,8.000000,45.124255,0.000000,37.124255
,TaskAssigned,126.000000,125.999999,0.000000,-0.000001
,EOM points (agg),443.000000,442.999999,0.000000,-0.000001
,Manager Score,42.000000,55.491019,0.000000,13.491019
,TaskCompleted,12.000000,115.984571,0.000000,103.984571
1233.000000,Holidays Taken,135.000000,28.251425,-106.748574,-0.000000
0.209270,DeadlinesMissed,297.000000,62.153135,-234.846863,-0.000002
,Experience(yrs),18.000000,18.000000,0.000000,0.000000
,number of EOM,12.000000,12.000000,0.000000,0.000000
,EOY(points),3.000000,43.300774,0.000000,40.300774
,DeadlinesMet,5.000000,138.209719,0.000000,133.209719
,TaskAssigned,307.000000,307.000000,0.000000,-0.000000
,EOM points (agg),944.000000,944.000003,0.000000,0.000003
,Manager Score,11.000000,57.357659,0.000000,46.357659
,TaskCompleted,10.000000,244.846865,0.000000,234.846865
1234.000000,Holidays Taken,57.000000,18.316353,-38.683647,0.000000
0.321340,DeadlinesMissed,225.000000,72.301392,-152.698608,0.000000
,Experience(yrs),25.000000,25.000000,0.000000,-0.000000
,number of EOM,5.000000,7.868200,0.000000,2.868200
,EOY(points),55.000000,55.000000,0.000000,-0.000000
,DeadlinesMet,61.000000,144.533094,0.000000,83.533094
,TaskAssigned,446.000000,445.999999,0.000000,-0.000001
,EOM points (agg),523.000000,702.918897,0.000000,179.918897
,Manager Score,86.000000,86.000000,0.000000,-0.000000
,TaskCompleted,221.000000,373.698607,0.000000,152.698607
1235.000000,Holidays Taken,48.000000,4.444267,-43.555733,-0.000000
0.092589,DeadlinesMissed,102.000000,9.444066,-92.555934,-0.000000
,Experience(yrs),23.000000,23.000000,0.000000,-0.000000
,number of EOM,3.000000,6.221441,0.000000,3.221441
,EOY(points),29.000000,66.451008,0.000000,37.451008
,DeadlinesMet,75.000000,125.620001,0.000000,50.620001
,TaskAssigned,191.000000,190.999999,0.000000,-0.000001
,EOM points (agg),173.000000,452.222223,0.000000,279.222223
,Manager Score,49.000000,73.825797,0.000000,24.825797
,TaskCompleted,89.000000,181.555933,0.000000,92.555933
1236.000000,Holidays Taken,84.000000,4.367544,-79.632456,0.000000
0.051995,DeadlinesMissed,162.000000,8.423120,-153.576880,0.000000
,Experience(yrs),1.000000,9.965849,0.000000,8.965849
,number of EOM,0.000000,1.108199,0.000000,1.108199
,EOY(points),56.000000,56.000000,0.000000,-0.000000
,DeadlinesMet,28.000000,223.514243,0.000000,195.514243
,TaskAssigned,264.000000,264.000001,0.000000,0.000001
,EOM points (agg),97.000000,1070.699093,0.000000,973.699093
,Manager Score,30.000000,54.033652,0.000000,24.033652
,TaskCompleted,102.000000,255.576880,0.000000,153.576880
1237.000000,Holidays Taken,71.000000,7.147651,-63.852349,0.000000
0.100671,DeadlinesMissed,1.000000,0.100671,-0.899329,0.000000
,Experience(yrs),5.000000,21.906040,0.000000,16.906040
,number of EOM,7.000000,7.000000,0.000000,0.000000
,EOY(points),11.000000,51.570470,0.000000,40.570470
,DeadlinesMet,0.000000,43.033557,0.000000,43.033557
,TaskAssigned,3.000000,77.436242,0.000000,74.436242
,EOM points (agg),193.000000,602.154362,0.000000,409.154362
,Manager Score,36.000000,60.664429,0.000000,24.664429
,TaskCompleted,2.000000,77.335571,0.000000,75.335571
1238.000000,Holidays Taken,35.000000,4.395946,-30.604054,0.000000
0.125598,DeadlinesMissed,24.000000,3.014363,-20.985637,0.000000
,Experience(yrs),14.000000,15.316363,0.000000,1.316363
,number of EOM,5.000000,5.000000,0.000000,-0.000000
,EOY(points),32.000000,57.331938,0.000000,25.331938
,DeadlinesMet,20.000000,63.063888,0.000000,43.063888
,TaskAssigned,88.000000,87.999999,0.000000,-0.000001
,EOM points (agg),37.000000,805.449782,0.000000,768.449782
,Manager Score,63.000000,63.000000,0.000000,-0.000000
,TaskCompleted,64.000000,84.985636,0.000000,20.985636
1239.000000,Holidays Taken,81.000000,81.000000,0.000000,0.000000
1.000000,DeadlinesMissed,272.000000,272.000000,0.000000,0.000000
,Experience(yrs),30.000000,30.000000,0.000000,0.000000
,number of EOM,12.000000,12.000000,0.000000,0.000000
,EOY(points),26.000000,26.000000,0.000000,0.000000
,DeadlinesMet,10.000000,10.000000,0.000000,0.000000
,TaskAssigned,336.000000,336.000000,0.000000,0.000000
,EOM points (agg),466.000000,466.000000,0.000000,0.000000
,Manager Score,2.000000,2.000000,0.000000,0.000000
,TaskCompleted,64.000000,64.000000,0.000000,0.000000
1240.000000,Holidays Taken,137.000000,6.184528,-130.815472,0.000000
0.045143,DeadlinesMissed,94.000000,4.243399,-89.756601,-0.000000
,Experience(yrs),13.000000,13.712903,0.000000,0.712903
,number of EOM,8.000000,8.000000,0.000000,-0.000000
,EOY(points),30.000000,43.593013,0.000000,13.593013
,DeadlinesMet,52.000000,116.109060,0.000000,64.109060
,TaskAssigned,173.000000,172.999999,0.000000,-0.000001
,EOM points (agg),606.000000,605.999993,0.000000,-0.000007
,Manager Score,7.000000,40.254112,0.000000,33.254112
,TaskCompleted,79.000000,168.756601,0.000000,89.756601
1241.000000,Holidays Taken,37.000000,10.430709,-26.569291,0.000000
0.281911,DeadlinesMissed,415.000000,116.993091,-298.006910,0.000002
,Experience(yrs),25.000000,25.000000,0.000000,-0.000000
,number of EOM,6.000000,9.506476,0.000000,3.506476
,EOY(points),89.000000,89.000000,0.000000,-0.000000
,DeadlinesMet,2.000000,164.171875,0.000000,162.171875
,TaskAssigned,417.000000,416.999999,0.000000,-0.000001
,EOM points (agg),83.000000,415.543172,0.000000,332.543172
,Manager Score,49.000000,49.000000,0.000000,-0.000000
,TaskCompleted,2.000000,300.006907,0.000000,298.006907
1242.000000,Holidays Taken,72.000000,5.993634,-66.006366,-0.000000
0.083245,DeadlinesMissed,183.000000,15.233821,-167.766179,0.000000
,Experience(yrs),19.000000,19.000000,0.000000,0.000000
,number of EOM,6.000000,6.000000,0.000000,0.000000
,EOY(points),80.000000,80.000000,0.000000,0.000000
,DeadlinesMet,50.000000,63.917937,0.000000,13.917937
,TaskAssigned,234.000000,233.999999,0.000000,-0.000001
,EOM points (agg),276.000000,363.120816,0.000000,87.120816
,Manager Score,78.000000,78.000000,0.000000,0.000000
,TaskCompleted,51.000000,218.766178,0.000000,167.766178
1243.000000,Holidays Taken,69.000000,22.955295,-46.044705,-0.000000
0.332685,DeadlinesMissed,231.000000,76.850334,-154.149666,-0.000000
,Experience(yrs),22.000000,22.000000,0.000000,0.000000
,number of EOM,4.000000,5.651776,0.000000,1.651776
,EOY(points),31.000000,51.053189,0.000000,20.053189
,DeadlinesMet,190.000000,190.000002,0.000000,0.000002
,TaskAssigned,477.000000,477.000001,0.000000,0.000001
,EOM points (agg),757.000000,801.986031,0.000000,44.986031
,Manager Score,56.000000,59.141391,0.000000,3.141391
,TaskCompleted,246.000000,400.149667,0.000000,154.149667
1244.000000,Holidays Taken,52.000000,8.309262,-43.690738,0.000000
0.159794,DeadlinesMissed,276.000000,44.103007,-231.896994,0.000001
,Experience(yrs),5.000000,15.767396,0.000000,10.767396
,number of EOM,7.000000,7.000000,0.000000,-0.000000
,EOY(points),3.000000,67.452962,0.000000,64.452962
,DeadlinesMet,123.000000,208.476221,0.000000,85.476221
,TaskAssigned,422.000000,421.999999,0.000000,-0.000001
,EOM points (agg),366.000000,629.790015,0.000000,263.790015
,Manager Score,76.000000,76.000000,0.000000,-0.000000
,TaskCompleted,146.000000,377.896992,0.000000,231.896992
1245.000000,Holidays Taken,64.000000,64.000000,0.000000,0.000000
1.000000,DeadlinesMissed,85.000000,85.000000,0.000000,0.000000
,Experience(yrs),5.000000,5.000000,0.000000,0.000000
,number of EOM,11.000000,11.000000,0.000000,0.000000
,EOY(points),79.000000,79.000000,0.000000,0.000000
,DeadlinesMet,46.000000,46.000000,0.000000,0.000000
,TaskAssigned,371.000000,371.000000,0.000000,0.000000
,EOM points (agg),1106.000000,1106.000000,0.000000,0.000000
,Manager Score,93.000000,93.000000,0.000000,0.000000
,TaskCompleted,286.000000,286.000000,0.000000,0.000000
1246.000000,Holidays Taken,84.000000,51.535541,-32.464459,0.000001
0.613518,DeadlinesMissed,191.000000,117.182005,-73.817997,0.000002
,Experience(yrs),9.000000,16.833532,0.000000,7.833532
,number of EOM,12.000000,12.000000,0.000000,0.000000
,EOY(points),72.000000,72.000001,0.000000,0.000001
,DeadlinesMet,92.000000,95.340635,0.000000,3.340635
,TaskAssigned,308.000000,308.000002,0.000000,0.000002
,EOM points (agg),1141.000000,1141.000009,0.000000,0.000009
,Manager Score,27.000000,63.043608,0.000000,36.043608
,TaskCompleted,117.000000,190.817998,0.000000,73.817998
1247.000000,Holidays Taken,10.000000,10.000000,0.000000,0.000000
1.000000,DeadlinesMissed,131.000000,131.000000,0.000000,0.000000
,Experience(yrs),26.000000,26.000000,0.000000,0.000000
,number of EOM,0.000000,0.000000,0.000000,0.000000
,EOY(points),25.000000,25.000000,0.000000,0.000000
,DeadlinesMet,11.000000,11.000000,0.000000,0.000000
,TaskAssigned,354.000000,354.000000,0.000000,0.000000
,EOM points (agg),996.000000,996.000000,0.000000,0.000000
,Manager Score,89.000000,89.000000,0.000000,0.000000
,TaskCompleted,223.000000,223.000000,0.000000,0.000000
1248.000000,Holidays Taken,73.000000,15.538560,-57.461440,-0.000000
0.212857,DeadlinesMissed,417.000000,88.761363,-328.238635,-0.000002
,Experience(yrs),24.000000,24.000000,0.000000,-0.000000
,number of EOM,10.000000,10.000000,0.000000,-0.000000
,EOY(points),20.000000,70.811371,0.000000,50.811371
,DeadlinesMet,5.000000,137.055764,0.000000,132.055764
,TaskAssigned,422.000000,421.999997,0.000000,-0.000003
,EOM points (agg),498.000000,732.812423,0.000000,234.812423
,Manager Score,87.000000,86.999999,0.000000,-0.000001
,TaskCompleted,5.000000,333.238633,0.000000,328.238633
1249.000000,Holidays Taken,69.000000,69.000000,0.000000,0.000000
1.000000,DeadlinesMissed,225.000000,225.000000,0.000000,0.000000
,Experience(yrs),26.000000,26.000000,0.000000,0.000000
,number of EOM,0.000000,0.000000,0.000000,0.000000
,EOY(points),92.000000,92.000000,0.000000,0.000000
,DeadlinesMet,87.000000,87.000000,0.000000,0.000000
,TaskAssigned,456.000000,456.000000,0.000000,0.000000
,EOM points (agg),1177.000000,1177.000000,0.000000,0.000000
,Manager Score,33.000000,33.000000,0.000000,0.000000
,TaskCompleted,231.000000,231.000000,0.000000,0.000000
1250.000000,Holidays Taken,48.000000,6.426785,-41.573215,-0.000000
0.133891,DeadlinesMissed,50.000000,6.694567,-43.305433,-0.000000
,Experience(yrs),2.000000,17.374781,0.000000,15.374781
,number of EOM,9.000000,9.000000,0.000000,-0.000000
,EOY(points),22.000000,52.383969,0.000000,30.383969
,DeadlinesMet,8.000000,42.583461,0.000000,34.583461
,TaskAssigned,145.000000,145.000000,0.000000,-0.000000
,EOM points (agg),457.000000,456.999999,0.000000,-0.000001
,Manager Score,70.000000,70.000000,0.000000,-0.000000
,TaskCompleted,95.000000,138.305432,0.000000,43.305432
1251.000000,Holidays Taken,121.000000,12.629079,-108.370921,0.000001
0.104373,DeadlinesMissed,126.000000,13.150942,-112.849059,0.000001
,Experience(yrs),4.000000,13.074163,0.000000,9.074163
,number of EOM,0.000000,4.409550,0.000000,4.409550
,EOY(points),48.000000,55.325608,0.000000,7.325608
,DeadlinesMet,67.000000,214.898939,0.000000,147.898939
,TaskAssigned,368.000000,368.000001,0.000000,0.000001
,EOM points (agg),304.000000,649.279451,0.000000,345.279451
,Manager Score,75.000000,75.000000,0.000000,-0.000000
,TaskCompleted,242.000000,354.849059,0.000000,112.849059
1252.000000,Holidays Taken,27.000000,3.464659,-23.535341,0.000000
0.128321,DeadlinesMissed,217.000000,27.845595,-189.154406,0.000001
,Experience(yrs),19.000000,19.000000,0.000000,0.000000
,number of EOM,7.000000,7.000000,0.000000,0.000000
,EOY(points),81.000000,81.000000,0.000000,0.000000
,DeadlinesMet,26.000000,113.167446,0.000000,87.167446
,TaskAssigned,260.000000,260.000002,0.000000,0.000002
,EOM points (agg),130.000000,423.269294,0.000000,293.269294
,Manager Score,52.000000,71.362270,0.000000,19.362270
,TaskCompleted,43.000000,232.154407,0.000000,189.154407
1253.000000,Holidays Taken,8.000000,8.000000,0.000000,0.000000
1.000000,DeadlinesMissed,81.000000,81.000000,0.000000,0.000000
,Experience(yrs),13.000000,13.000000,0.000000,0.000000
,number of EOM,1.000000,1.000000,0.000000,0.000000
,EOY(points),87.000000,87.000000,0.000000,0.000000
,DeadlinesMet,93.000000,93.000000,0.000000,0.000000
,TaskAssigned,320.000000,320.000000,0.000000,0.000000
,EOM points (agg),1035.000000,1035.000000,0.000000,0.000000
,Manager Score,6.000000,6.000000,0.000000,0.000000
,TaskCompleted,239.000000,239.000000,0.000000,0.000000
1254.000000,Holidays Taken,132.000000,132.000000,0.000000,0.000000
1.000000,DeadlinesMissed,6.000000,6.000000,0.000000,0.000000
,Experience(yrs),24.000000,24.000000,0.000000,0.000000
,number of EOM,11.000000,11.000000,0.000000,0.000000
,EOY(points),33.000000,33.000000,0.000000,0.000000
,DeadlinesMet,93.000000,93.000000,0.000000,0.000000
,TaskAssigned,418.000000,418.000000,0.000000,0.000000
,EOM points (agg),462.000000,462.000000,0.000000,0.000000
,Manager Score,7.000000,7.000000,0.000000,0.000000
