
input orientation, VRS
DMU,Category,Original,Target,Radial,Non-radial
,EOM points (agg),867.000000,866.999997,0.000000,-0.000003
,TaskCompleted,39.000000,78.738001,0.000000,39.738001
,number of EOM,11.000000,11.110678,0.000000,0.110678
90.000000,Holidays Taken,22.000000,8.655319,-13.344681,-0.000000
0.393424,DeadlinesMissed,47.000000,18.490909,-28.509091,-0.000000
,Manager Score,91.000000,91.000000,0.000000,0.000000
,Experience(yrs),26.000000,26.582592,0.000000,0.582592
,EOY(points),61.000000,76.046809,0.000000,15.046809
,TaskAssigned,94.000000,225.233270,0.000000,131.233270
,DeadlinesMet,22.000000,190.490910,0.000000,168.490910
,EOM points (agg),576.000000,646.280467,0.000000,70.280467
,TaskCompleted,47.000000,206.742360,0.000000,159.742360
,number of EOM,4.000000,9.350484,0.000000,5.350484
91.000000,Holidays Taken,19.000000,14.539339,-4.460661,0.000000
0.765228,DeadlinesMissed,189.000000,144.628167,-44.371834,0.000001
,Manager Score,42.000000,42.000000,0.000000,0.000000
,Experience(yrs),13.000000,23.368328,0.000000,10.368328
,EOY(points),36.000000,50.135158,0.000000,14.135158
,TaskAssigned,242.000000,242.000001,0.000000,0.000001
,DeadlinesMet,55.000000,144.045876,0.000000,89.045876
,EOM points (agg),1063.000000,1063.000000,0.000000,-0.000000
,TaskCompleted,53.000000,97.371834,0.000000,44.371834
,number of EOM,6.000000,6.000000,0.000000,0.000000
92.000000,Holidays Taken,31.000000,31.000000,0.000000,0.000000
1.000000,DeadlinesMissed,21.000000,21.000000,0.000000,0.000000
,Manager Score,40.000000,40.000000,0.000000,0.000000
,Experience(yrs),28.000000,28.000000,0.000000,0.000000
,EOY(points),93.000000,93.000000,0.000000,0.000000
,TaskAssigned,30.000000,30.000000,0.000000,0.000000
,DeadlinesMet,16.000000,16.000000,0.000000,0.000000
,EOM points (agg),522.000000,522.000000,0.000000,0.000000
,TaskCompleted,9.000000,9.000000,0.000000,0.000000
,number of EOM,4.000000,4.000000,0.000000,0.000000
93.000000,Holidays Taken,37.000000,11.365800,-25.634200,0.000000
0.307184,DeadlinesMissed,21.000000,6.450859,-14.549141,0.000000
,Manager Score,30.000000,78.660299,0.000000,48.660299
,Experience(yrs),1.000000,25.749307,0.000000,24.749307
,EOY(points),27.000000,64.203370,0.000000,37.203370
,TaskAssigned,40.000000,48.882602,0.000000,8.882602
,DeadlinesMet,19.000000,44.445286,0.000000,25.445286
,EOM points (agg),853.000000,853.000005,0.000000,0.000005
,TaskCompleted,19.000000,42.431743,0.000000,23.431743
,number of EOM,11.000000,11.000000,0.000000,0.000000
94.000000,Holidays Taken,129.000000,9.048511,-119.951489,-0.000000
0.070143,DeadlinesMissed,77.000000,5.401049,-71.598951,-0.000000
,Manager Score,74.000000,78.326790,0.000000,4.326790
,Experience(yrs),6.000000,26.333623,0.000000,20.333623
,EOY(points),39.000000,67.437886,0.000000,28.437886
,TaskAssigned,122.000000,122.000000,0.000000,-0.000000
,DeadlinesMet,43.000000,113.437120,0.000000,70.437120
,EOM points (agg),601.000000,600.999995,0.000000,-0.000005
,TaskCompleted,45.000000,116.598951,0.000000,71.598951
,number of EOM,3.000000,10.305793,0.000000,7.305793
95.000000,Holidays Taken,50.000000,50.000000,0.000000,0.000000
1.000000,DeadlinesMissed,137.000000,137.000000,0.000000,0.000000
,Manager Score,97.000000,97.000000,0.000000,0.000000
,Experience(yrs),20.000000,20.000000,0.000000,0.000000
,EOY(points),75.000000,75.000000,0.000000,0.000000
,TaskAssigned,316.000000,316.000000,0.000000,0.000000
,DeadlinesMet,152.000000,152.000000,0.000000,0.000000
,EOM points (agg),322.000000,322.000000,0.000000,0.000000
,TaskCompleted,179.000000,179.000000,0.000000,0.000000
,number of EOM,4.000000,4.000000,0.000000,0.000000
96.000000,Holidays Taken,146.000000,26.582144,-119.417856,0.000000
0.182069,DeadlinesMissed,52.000000,9.467613,-42.532387,0.000000
,Manager Score,50.000000,76.947978,0.000000,26.947978
,Experience(yrs),16.000000,20.557111,0.000000,4.557111
,EOY(points),88.000000,88.000001,0.000000,0.000001
,TaskAssigned,192.000000,192.000001,0.000000,0.000001
,DeadlinesMet,23.000000,143.669089,0.000000,120.669089
,EOM points (agg),463.000000,463.000004,0.000000,0.000004
,TaskCompleted,140.000000,182.532388,0.000000,42.532388
,number of EOM,2.000000,6.203148,0.000000,4.203148
97.000000,Holidays Taken,27.000000,27.000000,0.000000,0.000000
1.000000,DeadlinesMissed,262.000000,262.000000,0.000000,0.000000
,Manager Score,79.000000,79.000000,0.000000,0.000000
,Experience(yrs),22.000000,22.000000,0.000000,0.000000
,EOY(points),51.000000,51.000000,0.000000,0.000000
,TaskAssigned,269.000000,269.000000,0.000000,0.000000
,DeadlinesMet,263.000000,263.000000,0.000000,0.000000
,EOM points (agg),824.000000,824.000000,0.000000,0.000000
,TaskCompleted,7.000000,7.000000,0.000000,0.000000
,number of EOM,9.000000,9.000000,0.000000,0.000000
98.000000,Holidays Taken,67.000000,9.408344,-57.591656,0.000000
0.140423,DeadlinesMissed,119.000000,16.710342,-102.289658,0.000000
,Manager Score,43.000000,80.337903,0.000000,37.337903
,Experience(yrs),6.000000,18.908413,0.000000,12.908413
,EOY(points),81.000000,81.000000,0.000000,0.000000
,TaskAssigned,138.000000,167.156431,0.000000,29.156431
,DeadlinesMet,16.000000,155.022172,0.000000,139.022172
,EOM points (agg),407.000000,407.000000,0.000000,-0.000000
,TaskCompleted,19.000000,150.446088,0.000000,131.446088
,number of EOM,0.000000,4.900463,0.000000,4.900463
99.000000,Holidays Taken,108.000000,15.387442,-92.612559,0.000000
0.142476,DeadlinesMissed,148.000000,21.086494,-126.913506,0.000001
,Manager Score,2.000000,59.658553,0.000000,57.658553
,Experience(yrs),13.000000,19.366850,0.000000,6.366850
,EOY(points),40.000000,50.917280,0.000000,10.917280
,TaskAssigned,328.000000,327.999997,0.000000,-0.000003
,DeadlinesMet,172.000000,171.999999,0.000000,-0.000001
,EOM points (agg),224.000000,484.703158,0.000000,260.703158
,TaskCompleted,180.000000,306.913503,0.000000,126.913503
,number of EOM,4.000000,6.810495,0.000000,2.810495
100.000000,Holidays Taken,107.000000,107.000000,0.000000,0.000000
1.000000,DeadlinesMissed,33.000000,33.000000,0.000000,0.000000
,Manager Score,70.000000,70.000000,0.000000,0.000000
,Experience(yrs),21.000000,21.000000,0.000000,0.000000
,EOY(points),98.000000,98.000000,0.000000,0.000000
,TaskAssigned,352.000000,352.000000,0.000000,0.000000
,DeadlinesMet,291.000000,291.000000,0.000000,0.000000
,EOM points (agg),30.000000,30.000000,0.000000,0.000000
,TaskCompleted,319.000000,319.000000,0.000000,0.000000
,number of EOM,4.000000,4.000000,0.000000,0.000000
101.000000,Holidays Taken,17.000000,6.767208,-10.232792,0.000000
0.398071,DeadlinesMissed,8.000000,3.184568,-4.815432,0.000000
,Manager Score,26.000000,71.582413,0.000000,45.582413
,Experience(yrs),21.000000,25.546851,0.000000,4.546851
,EOY(points),25.000000,72.717849,0.000000,47.717849
,TaskAssigned,47.000000,229.827234,0.000000,182.827234
,DeadlinesMet,29.000000,214.280836,0.000000,185.280836
,EOM points (agg),146.000000,146.000001,0.000000,0.000001
,TaskCompleted,39.000000,226.642665,0.000000,187.642665
,number of EOM,6.000000,9.068013,0.000000,3.068013
102.000000,Holidays Taken,31.000000,14.288656,-16.711344,0.000000
0.460924,DeadlinesMissed,77.000000,35.491178,-41.508823,0.000000
,Manager Score,91.000000,91.000000,0.000000,0.000000
,Experience(yrs),5.000000,27.044900,0.000000,22.044900
,EOY(points),72.000000,72.000000,0.000000,0.000000
,TaskAssigned,212.000000,212.000001,0.000000,0.000001
,DeadlinesMet,126.000000,145.328905,0.000000,19.328905
,EOM points (agg),891.000000,891.000004,0.000000,0.000004
,TaskCompleted,135.000000,176.508823,0.000000,41.508823
,number of EOM,8.000000,9.849485,0.000000,1.849485
103.000000,Holidays Taken,26.000000,26.000000,0.000000,0.000000
1.000000,DeadlinesMissed,64.000000,64.000000,0.000000,0.000000
,Manager Score,93.000000,93.000000,0.000000,0.000000
,Experience(yrs),6.000000,6.000000,0.000000,0.000000
,EOY(points),19.000000,19.000000,0.000000,0.000000
,TaskAssigned,382.000000,382.000000,0.000000,0.000000
,DeadlinesMet,327.000000,327.000000,0.000000,0.000000
,EOM points (agg),341.000000,341.000000,0.000000,0.000000
,TaskCompleted,318.000000,318.000000,0.000000,0.000000
,number of EOM,6.000000,6.000000,0.000000,0.000000
104.000000,Holidays Taken,6.000000,6.000000,0.000000,0.000000
1.000000,DeadlinesMissed,262.000000,262.000000,0.000000,0.000000
,Manager Score,21.000000,21.000000,0.000000,0.000000
,Experience(yrs),20.000000,20.000000,0.000000,0.000000
,EOY(points),46.000000,46.000000,0.000000,0.000000
,TaskAssigned,389.000000,389.000000,0.000000,0.000000
,DeadlinesMet,258.000000,258.000000,0.000000,0.000000
,EOM points (agg),1025.000000,1025.000000,0.000000,0.000000
,TaskCompleted,127.000000,127.000000,0.000000,0.000000
,number of EOM,3.000000,3.000000,0.000000,0.000000
105.000000,Holidays Taken,58.000000,7.880546,-50.119454,-0.000000
0.135871,DeadlinesMissed,125.000000,16.983936,-108.016064,-0.000000
,Manager Score,14.000000,73.450893,0.000000,59.450893
,Experience(yrs),15.000000,24.536037,0.000000,9.536037
,EOY(points),55.000000,63.624841,0.000000,8.624841
,TaskAssigned,219.000000,219.000001,0.000000,0.000001
,DeadlinesMet,41.000000,115.219806,0.000000,74.219806
,EOM points (agg),581.000000,581.000000,0.000000,0.000000
,TaskCompleted,94.000000,202.016065,0.000000,108.016065
,number of EOM,6.000000,9.097445,0.000000,3.097445
106.000000,Holidays Taken,89.000000,17.174621,-57.073074,-14.752305
0.358730,DeadlinesMissed,37.000000,13.272992,-23.727008,-0.000000
,Manager Score,15.000000,81.104190,0.000000,66.104190
,Experience(yrs),28.000000,28.000000,0.000000,-0.000000
,EOY(points),1.000000,62.787543,0.000000,61.787543
,TaskAssigned,128.000000,127.999999,0.000000,-0.000001
,DeadlinesMet,89.000000,88.999999,0.000000,-0.000001
,EOM points (agg),165.000000,708.760763,0.000000,543.760763
,TaskCompleted,91.000000,114.727007,0.000000,23.727007
,number of EOM,10.000000,10.000000,0.000000,-0.000000
107.000000,Holidays Taken,13.000000,13.000000,0.000000,0.000000
1.000000,DeadlinesMissed,39.000000,39.000000,0.000000,0.000000
,Manager Score,86.000000,86.000000,0.000000,0.000000
,Experience(yrs),10.000000,10.000000,0.000000,0.000000
,EOY(points),93.000000,93.000000,0.000000,0.000000
,TaskAssigned,175.000000,175.000000,0.000000,0.000000
,DeadlinesMet,158.000000,158.000000,0.000000,0.000000
,EOM points (agg),129.000000,129.000000,0.000000,0.000000
,TaskCompleted,136.000000,136.000000,0.000000,0.000000
,number of EOM,3.000000,3.000000,0.000000,0.000000
108.000000,Holidays Taken,90.000000,90.000000,0.000000,0.000000
1.000000,DeadlinesMissed,220.000000,220.000000,0.000000,0.000000
,Manager Score,82.000000,82.000000,0.000000,0.000000
,Experience(yrs),2.000000,2.000000,0.000000,0.000000
,EOY(points),78.000000,78.000000,0.000000,0.000000
,TaskAssigned,389.000000,389.000000,0.000000,0.000000
,DeadlinesMet,4.000000,4.000000,0.000000,0.000000
,EOM points (agg),255.000000,255.000000,0.000000,0.000000
,TaskCompleted,169.000000,169.000000,0.000000,0.000000
,number of EOM,3.000000,3.000000,0.000000,0.000000
109.000000,Holidays Taken,96.000000,55.846129,-40.153872,0.000001
0.581731,DeadlinesMissed,4.000000,2.326922,-1.673078,0.000000
,Manager Score,24.000000,71.933009,0.000000,47.933009
,Experience(yrs),19.000000,20.735304,0.000000,1.735304
,EOY(points),80.000000,80.000001,0.000000,0.000001
,TaskAssigned,11.000000,226.595596,0.000000,215.595596
,DeadlinesMet,7.000000,97.467160,0.000000,90.467160
,EOM points (agg),937.000000,937.000007,0.000000,0.000007
,TaskCompleted,7.000000,224.268674,0.000000,217.268674
,number of EOM,7.000000,7.000000,0.000000,0.000000
110.000000,Holidays Taken,88.000000,10.000000,-71.560439,-6.439561
0.186813,DeadlinesMissed,91.000000,17.000000,-74.000000,-0.000000
,Manager Score,98.000000,98.000000,0.000000,0.000000
,Experience(yrs),8.000000,27.000000,0.000000,19.000000
,EOY(points),60.000000,76.000000,0.000000,16.000000
,TaskAssigned,100.000000,220.000000,0.000000,120.000000
,DeadlinesMet,53.000000,179.000000,0.000000,126.000000
,EOM points (agg),272.000000,823.000000,0.000000,551.000000
,TaskCompleted,9.000000,203.000000,0.000000,194.000000
,number of EOM,6.000000,10.000000,0.000000,4.000000
111.000000,Holidays Taken,51.000000,51.000000,0.000000,0.000000
1.000000,DeadlinesMissed,0.000000,0.000000,0.000000,0.000000
,Manager Score,80.000000,80.000000,0.000000,0.000000
,Experience(yrs),17.000000,17.000000,0.000000,0.000000
,EOY(points),99.000000,99.000000,0.000000,0.000000
,TaskAssigned,141.000000,141.000000,0.000000,0.000000
,DeadlinesMet,30.000000,30.000000,0.000000,0.000000
,EOM points (agg),515.000000,515.000000,0.000000,0.000000
,TaskCompleted,141.000000,141.000000,0.000000,0.000000
,number of EOM,10.000000,10.000000,0.000000,0.000000
112.000000,Holidays Taken,39.000000,36.059773,-2.940228,0.000001
0.924610,DeadlinesMissed,166.000000,83.388244,-12.514816,-70.096939
,Manager Score,52.000000,70.218548,0.000000,18.218548
,Experience(yrs),27.000000,27.000000,0.000000,0.000000
,EOY(points),3.000000,59.929024,0.000000,56.929024
,TaskAssigned,221.000000,221.000000,0.000000,0.000000
,DeadlinesMet,128.000000,128.000001,0.000000,0.000001
,EOM points (agg),789.000000,789.000003,0.000000,0.000003
,TaskCompleted,55.000000,137.611756,0.000000,82.611756
,number of EOM,11.000000,11.000000,0.000000,0.000000
113.000000,Holidays Taken,135.000000,25.081342,-109.918658,-0.000000
0.185788,DeadlinesMissed,7.000000,1.300514,-5.699486,0.000000
,Manager Score,6.000000,50.493915,0.000000,44.493915
,Experience(yrs),18.000000,18.000000,0.000000,0.000000
,EOY(points),34.000000,50.416119,0.000000,16.416119
,TaskAssigned,17.000000,111.552812,0.000000,94.552812
,DeadlinesMet,12.000000,72.690857,0.000000,60.690857
,EOM points (agg),392.000000,392.000001,0.000000,0.000001
,TaskCompleted,10.000000,110.252298,0.000000,100.252298
,number of EOM,3.000000,7.501772,0.000000,4.501772
114.000000,Holidays Taken,48.000000,15.516700,-32.483300,-0.000000
0.323265,DeadlinesMissed,11.000000,3.555910,-7.444090,-0.000000
,Manager Score,73.000000,73.000000,0.000000,-0.000000
,Experience(yrs),9.000000,24.859644,0.000000,15.859644
,EOY(points),24.000000,54.794550,0.000000,30.794550
,TaskAssigned,50.000000,157.143485,0.000000,107.143485
,DeadlinesMet,10.000000,128.886861,0.000000,118.886861
,EOM points (agg),505.000000,504.999998,0.000000,-0.000002
,TaskCompleted,39.000000,153.587574,0.000000,114.587574
,number of EOM,3.000000,8.372878,0.000000,5.372878
115.000000,Holidays Taken,57.000000,57.000000,0.000000,0.000000
1.000000,DeadlinesMissed,22.000000,22.000000,0.000000,0.000000
,Manager Score,76.000000,76.000000,0.000000,0.000000
,Experience(yrs),30.000000,30.000000,0.000000,0.000000
,EOY(points),32.000000,32.000000,0.000000,0.000000
,TaskAssigned,208.000000,208.000000,0.000000,0.000000
,DeadlinesMet,58.000000,58.000000,0.000000,0.000000
,EOM points (agg),685.000000,685.000000,0.000000,0.000000
,TaskCompleted,186.000000,186.000000,0.000000,0.000000
,number of EOM,6.000000,6.000000,0.000000,0.000000
116.000000,Holidays Taken,49.000000,10.632472,-38.367528,0.000000
0.216989,DeadlinesMissed,16.000000,3.471828,-12.528172,0.000000
,Manager Score,76.000000,76.000001,0.000000,0.000001
,Experience(yrs),4.000000,25.488540,0.000000,21.488540
,EOY(points),49.000000,75.968625,0.000000,26.968625
,TaskAssigned,166.000000,207.647204,0.000000,41.647204
,DeadlinesMet,145.000000,184.728847,0.000000,39.728847
,EOM points (agg),3.000000,266.893525,0.000000,263.893525
,TaskCompleted,150.000000,204.175376,0.000000,54.175376
,number of EOM,2.000000,9.534448,0.000000,7.534448
117.000000,Holidays Taken,31.000000,31.000000,0.000000,0.000000
1.000000,DeadlinesMissed,34.000000,34.000000,0.000000,0.000000
,Manager Score,70.000000,70.000000,0.000000,0.000000
,Experience(yrs),23.000000,23.000000,0.000000,0.000000
,EOY(points),87.000000,87.000000,0.000000,0.000000
,TaskAssigned,39.000000,39.000000,0.000000,0.000000
,DeadlinesMet,29.000000,29.000000,0.000000,0.000000
,EOM points (agg),1160.000000,1160.000000,0.000000,0.000000
,TaskCompleted,5.000000,5.000000,0.000000,0.000000
,number of EOM,0.000000,0.000000,0.000000,0.000000
118.000000,Holidays Taken,21.000000,21.000000,0.000000,0.000000
1.000000,DeadlinesMissed,0.000000,0.000000,0.000000,0.000000
,Manager Score,7.000000,7.000000,0.000000,0.000000
,Experience(yrs),10.000000,10.000000,0.000000,0.000000
,EOY(points),24.000000,24.000000,0.000000,0.000000
,TaskAssigned,9.000000,9.000000,0.000000,0.000000
,DeadlinesMet,5.000000,5.000000,0.000000,0.000000
,EOM points (agg),250.000000,250.000000,0.000000,0.000000
,TaskCompleted,9.000000,9.000000,0.000000,0.000000
,number of EOM,6.000000,6.000000,0.000000,0.000000
119.000000,Holidays Taken,19.000000,19.000000,0.000000,0.000000
1.000000,DeadlinesMissed,8.000000,8.000000,0.000000,0.000000
,Manager Score,14.000000,14.000000,0.000000,0.000000
,Experience(yrs),22.000000,22.000000,0.000000,0.000000
,EOY(points),85.000000,85.000000,0.000000,0.000000
,TaskAssigned,34.000000,34.000000,0.000000,0.000000
,DeadlinesMet,6.000000,6.000000,0.000000,0.000000
,EOM points (agg),221.000000,221.000000,0.000000,0.000000
,TaskCompleted,26.000000,26.000000,0.000000,0.000000
,number of EOM,10.000000,10.000000,0.000000,0.000000
120.000000,Holidays Taken,37.000000,7.690933,-29.309067,-0.000000
0.207863,DeadlinesMissed,32.000000,6.651618,-25.348382,0.000000
,Manager Score,49.000000,77.348231,0.000000,28.348231
,Experience(yrs),13.000000,23.564194,0.000000,10.564194
,EOY(points),76.000000,76.000000,0.000000,0.000000
,TaskAssigned,108.000000,190.180645,0.000000,82.180645
,DeadlinesMet,90.000000,177.676280,0.000000,87.676280
,EOM points (agg),353.000000,353.000002,0.000000,0.000002
,TaskCompleted,76.000000,183.529027,0.000000,107.529027
,number of EOM,1.000000,7.396996,0.000000,6.396996
121.000000,Holidays Taken,96.000000,96.000000,0.000000,0.000000
1.000000,DeadlinesMissed,4.000000,4.000000,0.000000,0.000000
,Manager Score,88.000000,88.000000,0.000000,0.000000
,Experience(yrs),8.000000,8.000000,0.000000,0.000000
,EOY(points),73.000000,73.000000,0.000000,0.000000
,TaskAssigned,6.000000,6.000000,0.000000,0.000000
,DeadlinesMet,1.000000,1.000000,0.000000,0.000000
,EOM points (agg),329.000000,329.000000,0.000000,0.000000
,TaskCompleted,2.000000,2.000000,0.000000,0.000000
,number of EOM,2.000000,2.000000,0.000000,0.000000
122.000000,Holidays Taken,77.000000,6.641530,-70.358470,0.000000
0.086254,DeadlinesMissed,245.000000,21.132140,-223.867860,-0.000000
,Manager Score,29.000000,66.765313,0.000000,37.765313
,Experience(yrs),11.000000,23.744568,0.000000,12.744568
,EOY(points),24.000000,63.612919,0.000000,39.612919
,TaskAssigned,291.000000,291.000000,0.000000,-0.000000
,DeadlinesMet,30.000000,159.585489,0.000000,129.585489
,EOM points (agg),4.000000,346.868840,0.000000,342.868840
,TaskCompleted,46.000000,269.867859,0.000000,223.867859
,number of EOM,2.000000,8.113362,0.000000,6.113362
123.000000,Holidays Taken,94.000000,5.904693,-88.095307,0.000000
0.062816,DeadlinesMissed,69.000000,4.334296,-64.665704,0.000000
,Manager Score,43.000000,72.499639,0.000000,29.499639
,Experience(yrs),23.000000,26.095307,0.000000,3.095307
,EOY(points),41.000000,74.785560,0.000000,33.785560
,TaskAssigned,185.000000,250.665705,0.000000,65.665705
,DeadlinesMet,105.000000,232.021662,0.000000,127.021662
,EOM points (agg),68.000000,86.716968,0.000000,18.716968
,TaskCompleted,116.000000,246.331409,0.000000,130.331409
,number of EOM,4.000000,9.023827,0.000000,5.023827
124.000000,Holidays Taken,32.000000,32.000000,0.000000,0.000000
1.000000,DeadlinesMissed,18.000000,18.000000,0.000000,0.000000
,Manager Score,73.000000,73.000000,0.000000,0.000000
,Experience(yrs),15.000000,15.000000,0.000000,0.000000
,EOY(points),100.000000,100.000000,0.000000,0.000000
,TaskAssigned,50.000000,50.000000,0.000000,0.000000
,DeadlinesMet,37.000000,37.000000,0.000000,0.000000
,EOM points (agg),922.000000,922.000000,0.000000,0.000000
,TaskCompleted,32.000000,32.000000,0.000000,0.000000
,number of EOM,0.000000,0.000000,0.000000,0.000000
125.000000,Holidays Taken,8.000000,7.388450,-0.611550,-0.000000
0.923556,DeadlinesMissed,7.000000,6.464894,-0.535106,-0.000000
,Manager Score,12.000000,78.412050,0.000000,66.412050
,Experience(yrs),16.000000,26.864323,0.000000,10.864323
,EOY(points),6.000000,71.741155,0.000000,65.741155
,TaskAssigned,48.000000,163.305197,0.000000,115.305197
,DeadlinesMet,17.000000,150.731925,0.000000,133.731925
,EOM points (agg),455.000000,454.999997,0.000000,-0.000003
,TaskCompleted,41.000000,156.840303,0.000000,115.840303
,number of EOM,6.000000,10.154736,0.000000,4.154736
126.000000,Holidays Taken,49.000000,10.558739,-38.441261,0.000000
0.215484,DeadlinesMissed,38.000000,8.188410,-29.811590,0.000000
,Manager Score,55.000000,84.482399,0.000000,29.482399
,Experience(yrs),22.000000,23.162999,0.000000,1.162999
,EOY(points),54.000000,69.232267,0.000000,15.232267
,TaskAssigned,139.000000,138.999998,0.000000,-0.000002
,DeadlinesMet,39.000000,84.819164,0.000000,45.819164
,EOM points (agg),512.000000,666.284815,0.000000,154.284815
,TaskCompleted,101.000000,130.811588,0.000000,29.811588
,number of EOM,11.000000,11.000000,0.000000,-0.000000
127.000000,Holidays Taken,106.000000,44.708976,-61.291024,0.000000
0.421783,DeadlinesMissed,30.000000,12.653484,-17.346516,0.000000
,Manager Score,57.000000,72.253757,0.000000,15.253757
,Experience(yrs),19.000000,22.121297,0.000000,3.121297
,EOY(points),48.000000,73.425470,0.000000,25.425470
,TaskAssigned,305.000000,305.000002,0.000000,0.000002
,DeadlinesMet,20.000000,136.052409,0.000000,116.052409
,EOM points (agg),996.000000,996.000006,0.000000,0.000006
,TaskCompleted,275.000000,292.346518,0.000000,17.346518
,number of EOM,3.000000,5.362885,0.000000,2.362885
128.000000,Holidays Taken,4.000000,2.400000,-1.600000,0.000000
0.600000,DeadlinesMissed,89.000000,53.400000,-35.600000,0.000000
,Manager Score,34.000000,54.100000,0.000000,20.100000
,Experience(yrs),23.000000,29.600000,0.000000,6.600000
,EOY(points),53.000000,66.900000,0.000000,13.900000
,TaskAssigned,156.000000,201.600000,0.000000,45.600000
,DeadlinesMet,102.000000,122.500000,0.000000,20.500000
,EOM points (agg),213.000000,223.400000,0.000000,10.400000
,TaskCompleted,67.000000,148.200000,0.000000,81.200000
,number of EOM,7.000000,9.900000,0.000000,2.900000
129.000000,Holidays Taken,116.000000,116.000000,0.000000,0.000000
1.000000,DeadlinesMissed,286.000000,286.000000,0.000000,0.000000
,Manager Score,95.000000,95.000000,0.000000,0.000000
,Experience(yrs),18.000000,18.000000,0.000000,0.000000
,EOY(points),12.000000,12.000000,0.000000,0.000000
,TaskAssigned,364.000000,364.000000,0.000000,0.000000
,DeadlinesMet,268.000000,268.000000,0.000000,0.000000
,EOM points (agg),1091.000000,1091.000000,0.000000,0.000000
,TaskCompleted,78.000000,78.000000,0.000000,0.000000
,number of EOM,1.000000,1.000000,0.000000,0.000000
130.000000,Holidays Taken,102.000000,20.308270,-81.691730,0.000000
0.199101,DeadlinesMissed,15.000000,2.986510,-12.013490,0.000000
,Manager Score,2.000000,62.891729,0.000000,60.891729
,Experience(yrs),2.000000,21.933385,0.000000,19.933385
,EOY(points),46.000000,46.000000,0.000000,-0.000000
,TaskAssigned,109.000000,109.000000,0.000000,-0.000000
,DeadlinesMet,73.000000,78.145467,0.000000,5.145467
,EOM points (agg),576.000000,576.000001,0.000000,0.000001
,TaskCompleted,94.000000,106.013489,0.000000,12.013489
,number of EOM,2.000000,7.859357,0.000000,5.859357
131.000000,Holidays Taken,2.000000,2.000000,0.000000,0.000000
1.000000,DeadlinesMissed,59.000000,59.000000,0.000000,0.000000
,Manager Score,52.000000,52.000000,0.000000,0.000000
,Experience(yrs),30.000000,30.000000,0.000000,0.000000
,EOY(points),66.000000,66.000000,0.000000,0.000000
,TaskAssigned,196.000000,196.000000,0.000000,0.000000
,DeadlinesMet,110.000000,110.000000,0.000000,0.000000
,EOM points (agg),239.000000,239.000000,0.000000,0.000000
,TaskCompleted,137.000000,137.000000,0.000000,0.000000
,number of EOM,10.000000,10.000000,0.000000,0.000000
132.000000,Holidays Taken,132.000000,16.887473,-115.112527,0.000000
0.127935,DeadlinesMissed,101.000000,12.921476,-88.078525,0.000000
,Manager Score,69.000000,92.447341,0.000000,23.447341
,Experience(yrs),11.000000,26.847312,0.000000,15.847312
,EOY(points),12.000000,75.045880,0.000000,63.045880
,TaskAssigned,173.000000,173.000000,0.000000,0.000000
,DeadlinesMet,64.000000,125.327097,0.000000,61.327097
,EOM points (agg),932.000000,932.000002,0.000000,0.000002
,TaskCompleted,72.000000,160.078525,0.000000,88.078525
,number of EOM,7.000000,9.802835,0.000000,2.802835
133.000000,Holidays Taken,128.000000,128.000000,0.000000,0.000000
1.000000,DeadlinesMissed,315.000000,315.000000,0.000000,0.000000
,Manager Score,41.000000,41.000000,0.000000,0.000000
,Experience(yrs),25.000000,25.000000,0.000000,0.000000
,EOY(points),0.000000,0.000000,0.000000,0.000000
,TaskAssigned,385.000000,385.000000,0.000000,0.000000
,DeadlinesMet,304.000000,304.000000,0.000000,0.000000
,EOM points (agg),271.000000,271.000000,0.000000,0.000000
,TaskCompleted,70.000000,70.000000,0.000000,0.000000
,number of EOM,9.000000,9.000000,0.000000,0.000000
134.000000,Holidays Taken,11.000000,11.000000,0.000000,0.000000
1.000000,DeadlinesMissed,207.000000,207.000000,0.000000,0.000000
,Manager Score,86.000000,86.000000,0.000000,0.000000
,Experience(yrs),28.000000,28.000000,0.000000,0.000000
,EOY(points),77.000000,77.000000,0.000000,0.000000
,TaskAssigned,302.000000,302.000000,0.000000,0.000000
,DeadlinesMet,13.000000,13.000000,0.000000,0.000000
,EOM points (agg),686.000000,686.000000,0.000000,0.000000
,TaskCompleted,95.000000,95.000000,0.000000,0.000000
,number of EOM,8.000000,8.000000,0.000000,0.000000
135.000000,Holidays Taken,50.000000,8.596412,-41.403588,0.000000
0.171928,DeadlinesMissed,41.000000,7.049057,-33.950943,0.000000
,Manager Score,12.000000,83.319782,0.000000,71.319782
,Experience(yrs),26.000000,27.377243,0.000000,1.377243
,EOY(points),34.000000,69.583238,0.000000,35.583238
,TaskAssigned,87.000000,97.614353,0.000000,10.614353
,DeadlinesMet,45.000000,90.964115,0.000000,45.964115
,EOM points (agg),71.000000,733.422892,0.000000,662.422892
,TaskCompleted,46.000000,90.565296,0.000000,44.565296
,number of EOM,11.000000,11.000000,0.000000,-0.000000
136.000000,Holidays Taken,54.000000,54.000000,0.000000,0.000000
1.000000,DeadlinesMissed,1.000000,1.000000,0.000000,0.000000
,Manager Score,16.000000,16.000000,0.000000,0.000000
,Experience(yrs),8.000000,8.000000,0.000000,0.000000
,EOY(points),15.000000,15.000000,0.000000,0.000000
,TaskAssigned,378.000000,378.000000,0.000000,0.000000
,DeadlinesMet,299.000000,299.000000,0.000000,0.000000
